id,userId,quizId,score,completedAt,id_user,firstName,lastName,email,teamId,departmentId,createdAt,password,id_quiz,courseId,title,createdAt_quiz
130,544,102,7,2024-10-09 06:04:30.601,544,Ferne,Beahan,Nolan_Dickens@gmail.com,229,215,2024-10-09 06:04:26.878,mJyYXOEQcqDFMZZ,102,154,Quiz 1: Variables and Data Types,2024-10-09 06:04:29.058
131,700,94,72,2024-10-09 06:04:30.601,700,Willard,Dach,Celia0@hotmail.com,223,211,2024-10-09 06:04:26.882,42gbrwjDsXR0tW5,94,158,Quiz 1: Design Patterns,2024-10-09 06:04:28.800
132,702,89,53,2024-10-09 06:04:30.601,702,Tyrell,Schulist,harshvse@gmail.com,225,211,2024-10-09 06:04:26.892,$2b$10$9z0776OG1HW0MNCPJVbbuuyKYCQM5H0awxgT1C13NYPT3hu8NsxkO,89,144,Quiz 2: Control Structures,2024-10-09 06:04:28.650
133,702,103,65,2024-10-09 06:04:30.601,702,Tyrell,Schulist,harshvse@gmail.com,225,211,2024-10-09 06:04:26.892,$2b$10$9z0776OG1HW0MNCPJVbbuuyKYCQM5H0awxgT1C13NYPT3hu8NsxkO,103,154,Quiz 2: Authentication Methods,2024-10-09 06:04:29.097
134,703,117,90,2024-10-09 06:04:30.601,703,Lilliana,Brown,Madisyn_Nitzsche@hotmail.com,224,215,2024-10-09 06:04:26.876,tX7r4yqfdNvmRzU,117,143,Quiz 2: Design Patterns,2024-10-09 06:04:29.578
135,700,88,92,2024-10-09 06:04:30.601,700,Willard,Dach,Celia0@hotmail.com,223,211,2024-10-09 06:04:26.882,42gbrwjDsXR0tW5,88,144,Quiz 1: Unsupervised Learning,2024-10-09 06:04:28.619
136,703,119,50,2024-10-09 06:04:30.601,703,Lilliana,Brown,Madisyn_Nitzsche@hotmail.com,224,215,2024-10-09 06:04:26.876,tX7r4yqfdNvmRzU,119,153,Quiz 2: Control Structures,2024-10-09 06:04:29.700
137,707,119,57,2024-10-09 06:04:30.601,707,Dennis,Kohler,Kaycee89@yahoo.com,231,211,2024-10-09 06:04:26.876,xPZ2Sk9B09oLKWs,119,153,Quiz 2: Control Structures,2024-10-09 06:04:29.700
138,543,109,83,2024-10-09 06:04:30.601,543,Crystel,Ankunding,Bridie93@gmail.com,228,214,2024-10-09 06:04:26.878,cBAQD3BPTOLrvlB,109,150,Quiz 2: Memory Management,2024-10-09 06:04:29.276
139,547,101,77,2024-10-09 06:04:30.601,547,D'angelo,Graham,Dominique58@gmail.com,230,213,2024-10-09 06:04:26.878,lay9XdVZgdS1KrM,101,161,Quiz 2: Supervised Learning,2024-10-09 06:04:29.023
140,611,87,27,2024-10-09 06:04:30.601,611,Wilfredo,Carter,Sylvester_Deckow@hotmail.com,227,215,2024-10-09 06:04:26.879,ATlcQt6w6ZKUULx,87,145,Quiz 2: HTML and CSS,2024-10-09 06:04:28.591
141,703,111,44,2024-10-09 06:04:30.601,703,Lilliana,Brown,Madisyn_Nitzsche@hotmail.com,224,215,2024-10-09 06:04:26.876,tX7r4yqfdNvmRzU,111,148,Quiz 2: Encryption Techniques,2024-10-09 06:04:29.346
142,531,112,5,2024-10-09 06:04:30.601,531,Vincent,Rohan,Bria_Murphy@yahoo.com,226,213,2024-10-09 06:04:26.877,TzAGbz8qMTgiZQ9,112,160,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.371
143,531,116,51,2024-10-09 06:04:30.601,531,Vincent,Rohan,Bria_Murphy@yahoo.com,226,213,2024-10-09 06:04:26.877,TzAGbz8qMTgiZQ9,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
144,699,102,39,2024-10-09 06:04:30.601,699,Ara,Schoen,Gregorio.Bechtelar@gmail.com,228,213,2024-10-09 06:04:26.881,Y_JOsZ93hytVSTA,102,154,Quiz 1: Variables and Data Types,2024-10-09 06:04:29.058
145,693,109,0,2024-10-09 06:04:30.601,693,Abbey,Padberg,Ericka.Nolan69@gmail.com,232,212,2024-10-09 06:04:26.882,DhapH0Xe7nlHlki,109,150,Quiz 2: Memory Management,2024-10-09 06:04:29.276
146,703,108,3,2024-10-09 06:04:30.601,703,Lilliana,Brown,Madisyn_Nitzsche@hotmail.com,224,215,2024-10-09 06:04:26.876,tX7r4yqfdNvmRzU,108,150,Quiz 1: Encryption Techniques,2024-10-09 06:04:29.238
147,531,99,59,2024-10-09 06:04:30.601,531,Vincent,Rohan,Bria_Murphy@yahoo.com,226,213,2024-10-09 06:04:26.877,TzAGbz8qMTgiZQ9,99,162,Quiz 2: Encryption Techniques,2024-10-09 06:04:28.961
148,535,100,83,2024-10-09 06:04:30.601,535,Naomie,Walker,Ricky.Haley77@hotmail.com,225,212,2024-10-09 06:04:26.877,J7PdYqYxubrlg95,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
149,543,119,74,2024-10-09 06:04:30.601,543,Crystel,Ankunding,Bridie93@gmail.com,228,214,2024-10-09 06:04:26.878,cBAQD3BPTOLrvlB,119,153,Quiz 2: Control Structures,2024-10-09 06:04:29.700
150,547,106,11,2024-10-09 06:04:30.601,547,D'angelo,Graham,Dominique58@gmail.com,230,213,2024-10-09 06:04:26.878,lay9XdVZgdS1KrM,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
151,584,119,67,2024-10-09 06:04:30.601,584,Lessie,Larkin,Sarai_Medhurst-Schmeler88@yahoo.com,230,214,2024-10-09 06:04:26.879,rYKbyLYYzA5q3Pk,119,153,Quiz 2: Control Structures,2024-10-09 06:04:29.700
152,535,110,52,2024-10-09 06:04:30.601,535,Naomie,Walker,Ricky.Haley77@hotmail.com,225,212,2024-10-09 06:04:26.877,J7PdYqYxubrlg95,110,148,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.311
153,531,119,60,2024-10-09 06:04:30.601,531,Vincent,Rohan,Bria_Murphy@yahoo.com,226,213,2024-10-09 06:04:26.877,TzAGbz8qMTgiZQ9,119,153,Quiz 2: Control Structures,2024-10-09 06:04:29.700
154,549,109,100,2024-10-09 06:04:30.601,549,Cleveland,Medhurst,Taya.Fisher@yahoo.com,231,215,2024-10-09 06:04:26.878,x54HtN3AgPLwjw2,109,150,Quiz 2: Memory Management,2024-10-09 06:04:29.276
155,552,120,88,2024-10-09 06:04:30.601,552,Willie,Waelchi,Janiya_Botsford@gmail.com,230,214,2024-10-09 06:04:26.878,jOs9pdiAJ4EIAaI,120,159,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.777
156,549,100,73,2024-10-09 06:04:30.601,549,Cleveland,Medhurst,Taya.Fisher@yahoo.com,231,215,2024-10-09 06:04:26.878,x54HtN3AgPLwjw2,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
157,699,110,0,2024-10-09 06:04:30.601,699,Ara,Schoen,Gregorio.Bechtelar@gmail.com,228,213,2024-10-09 06:04:26.881,Y_JOsZ93hytVSTA,110,148,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.311
158,557,114,38,2024-10-09 06:04:30.601,557,Alicia,Erdman-Christiansen,Winfield.Hegmann@yahoo.com,229,212,2024-10-09 06:04:26.878,ce5eqR3kzPTAIz3,114,147,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.434
171,565,121,34,2024-10-09 06:04:30.602,565,Armand,Friesen,Syble_Friesen@hotmail.com,226,213,2024-10-09 06:04:26.878,rveadU9t4z8saML,121,159,Quiz 2: Memory Management,2024-10-09 06:04:29.831
177,571,115,62,2024-10-09 06:04:30.602,571,Shanny,Quigley,Howell_Torp@hotmail.com,230,213,2024-10-09 06:04:26.878,ffKOlQacZFeX3Ux,115,147,Quiz 2: Functions and Methods,2024-10-09 06:04:29.493
186,574,122,41,2024-10-09 06:04:30.603,574,Orin,Kemmer,Cruz.Prosacco@hotmail.com,225,214,2024-10-09 06:04:26.878,iqb2pUeYlgWBe3S,122,156,Quiz 1: Process Management,2024-10-09 06:04:29.909
197,532,89,92,2024-10-09 06:04:30.603,532,Kiel,Wisozk,Houston47@hotmail.com,223,212,2024-10-09 06:04:26.877,NjFEBsKZ1NlwiyO,89,144,Quiz 2: Control Structures,2024-10-09 06:04:28.650
207,539,115,20,2024-10-09 06:04:30.603,539,Francis,Wisozk,Burdette_Fisher53@yahoo.com,231,213,2024-10-09 06:04:26.877,XGkExIhIoU6jF1n,115,147,Quiz 2: Functions and Methods,2024-10-09 06:04:29.493
220,556,123,71,2024-10-09 06:04:30.604,556,Irving,Hayes,Caesar_Stark@hotmail.com,227,212,2024-10-09 06:04:26.878,hCshcEM8bYRXzFZ,123,156,Quiz 2: Functions and Methods,2024-10-09 06:04:30.043
235,527,116,49,2024-10-09 06:04:30.604,527,Isabelle,Kohler,Mason.Nienow@hotmail.com,226,214,2024-10-09 06:04:26.877,1YJ0lNkqwp2_zwu,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
249,551,90,22,2024-10-09 06:04:30.604,551,Aaliyah,Legros,Hilario.Littel32@gmail.com,228,211,2024-10-09 06:04:26.878,AK4YFjg6__OP4UV,90,146,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.674
259,555,105,98,2024-10-09 06:04:30.604,555,Emile,Marvin,Erwin.OReilly87@gmail.com,224,213,2024-10-09 06:04:26.878,5Uue1DJ9qY5SFJ3,105,152,Quiz 2: Memory Management,2024-10-09 06:04:29.156
271,590,118,49,2024-10-09 06:04:30.604,590,Eryn,Kirlin,Lilly58@yahoo.com,226,214,2024-10-09 06:04:26.879,y3D_F8B3inXlm6h,118,153,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:29.612
283,590,106,45,2024-10-09 06:04:30.604,590,Eryn,Kirlin,Lilly58@yahoo.com,226,214,2024-10-09 06:04:26.879,y3D_F8B3inXlm6h,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
296,655,123,64,2024-10-09 06:04:30.605,655,Braxton,Kiehn,Ibrahim77@gmail.com,226,212,2024-10-09 06:04:26.880,YIMn58smgT0a1Gf,123,156,Quiz 2: Functions and Methods,2024-10-09 06:04:30.043
305,664,117,44,2024-10-09 06:04:30.617,664,Marc,Bartell,Ahmad.Smitham@yahoo.com,226,214,2024-10-09 06:04:26.881,0PGKzxIJNCdgZ7c,117,143,Quiz 2: Design Patterns,2024-10-09 06:04:29.578
318,568,102,59,2024-10-09 06:04:30.618,568,Linnie,Parker,Ariane89@yahoo.com,227,215,2024-10-09 06:04:26.878,_1G53jR94oLWdFM,102,154,Quiz 1: Variables and Data Types,2024-10-09 06:04:29.058
333,598,91,92,2024-10-09 06:04:30.618,598,Jermain,Ziemann,Justine61@yahoo.com,228,213,2024-10-09 06:04:26.879,ppE5hQR0hUcOwrd,91,146,Quiz 2: Network Protocols,2024-10-09 06:04:28.700
341,613,112,23,2024-10-09 06:04:30.618,613,Osbaldo,Bayer,Jessie14@yahoo.com,228,211,2024-10-09 06:04:26.879,7uXQzO3JTcfL373,112,160,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.371
354,606,120,25,2024-10-09 06:04:30.618,606,Margret,Funk,Ivah.Dickens-Haley@hotmail.com,230,214,2024-10-09 06:04:26.879,uyxj_ejRkZZF_O1,120,159,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.777
367,682,95,56,2024-10-09 06:04:30.618,682,Alverta,Lebsack,Harmony.Littel40@gmail.com,230,211,2024-10-09 06:04:26.881,YJWkCvTEOqyuk3q,95,158,Quiz 2: Variables and Data Types,2024-10-09 06:04:28.843
378,577,100,68,2024-10-09 06:04:30.618,577,Asa,Fritsch,Rashad82@yahoo.com,231,213,2024-10-09 06:04:26.878,vkzxmULHuyyFKOO,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
390,683,88,84,2024-10-09 06:04:30.618,683,Cordelia,Spencer,Marcel_Lang@yahoo.com,230,215,2024-10-09 06:04:26.881,5I1EH3sKRT_NGqK,88,144,Quiz 1: Unsupervised Learning,2024-10-09 06:04:28.619
396,600,105,52,2024-10-09 06:04:30.618,600,Kayli,Powlowski,Braulio23@yahoo.com,231,215,2024-10-09 06:04:26.879,kNiYKAia916ToCW,105,152,Quiz 2: Memory Management,2024-10-09 06:04:29.156
416,610,92,52,2024-10-09 06:04:30.619,610,Ludie,Kub-Morar,Ruth61@yahoo.com,225,213,2024-10-09 06:04:26.879,NbyavsDa5NTeFI6,92,155,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.728
428,622,106,49,2024-10-09 06:04:30.619,622,Daisha,Hirthe,Jewel10@hotmail.com,229,215,2024-10-09 06:04:26.879,nPAzs9dYJqhwgOz,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
444,632,93,41,2024-10-09 06:04:30.619,632,Sierra,Schaefer,Ottilie82@yahoo.com,225,213,2024-10-09 06:04:26.880,BZfvB51q9gbVR0S,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
457,653,92,68,2024-10-09 06:04:30.619,653,Novella,Wisozk,Denis51@gmail.com,226,212,2024-10-09 06:04:26.880,drWsLZSNn2OJD_7,92,155,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.728
467,631,105,100,2024-10-09 06:04:30.619,631,Samara,Predovic-Torp,Keaton2@yahoo.com,223,213,2024-10-09 06:04:26.880,liUDlCsV0rNHlQC,105,152,Quiz 2: Memory Management,2024-10-09 06:04:29.156
476,637,113,89,2024-10-09 06:04:30.619,637,Nora,Price,Mekhi.Gerhold17@yahoo.com,228,212,2024-10-09 06:04:26.880,96XzLIUFKbtlQYt,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
489,649,121,96,2024-10-09 06:04:30.619,649,Julianne,Smith,Jess46@gmail.com,223,212,2024-10-09 06:04:26.880,Ei5jKLxBBlt62Cv,121,159,Quiz 2: Memory Management,2024-10-09 06:04:29.831
570,678,118,86,2024-10-09 06:04:30.623,678,Colleen,Lesch,Leilani_Herman@gmail.com,228,213,2024-10-09 06:04:26.881,US_yrQP1Qfjestx,118,153,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:29.612
170,565,91,54,2024-10-09 06:04:30.602,565,Armand,Friesen,Syble_Friesen@hotmail.com,226,213,2024-10-09 06:04:26.878,rveadU9t4z8saML,91,146,Quiz 2: Network Protocols,2024-10-09 06:04:28.700
173,565,84,19,2024-10-09 06:04:30.602,565,Armand,Friesen,Syble_Friesen@hotmail.com,226,213,2024-10-09 06:04:26.878,rveadU9t4z8saML,84,151,Quiz 1: Supervised Learning,2024-10-09 06:04:28.481
167,696,112,93,2024-10-09 06:04:30.601,696,Madaline,Legros,Rickey.Beatty@hotmail.com,229,214,2024-10-09 06:04:26.882,uwnECm8zT8F1E2B,112,160,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.371
179,571,117,96,2024-10-09 06:04:30.602,571,Shanny,Quigley,Howell_Torp@hotmail.com,230,213,2024-10-09 06:04:26.878,ffKOlQacZFeX3Ux,117,143,Quiz 2: Design Patterns,2024-10-09 06:04:29.578
185,696,96,51,2024-10-09 06:04:30.603,696,Madaline,Legros,Rickey.Beatty@hotmail.com,229,214,2024-10-09 06:04:26.882,uwnECm8zT8F1E2B,96,149,Quiz 1: JavaScript Basics,2024-10-09 06:04:28.870
190,519,105,34,2024-10-09 06:04:30.603,519,Armand,Kunde,Jessyca.Conroy16@yahoo.com,229,212,2024-10-09 06:04:26.876,jERmBLfS9BcR4nB,105,152,Quiz 2: Memory Management,2024-10-09 06:04:29.156
198,532,104,63,2024-10-09 06:04:30.603,532,Kiel,Wisozk,Houston47@hotmail.com,223,212,2024-10-09 06:04:26.877,NjFEBsKZ1NlwiyO,104,152,Quiz 1: Network Protocols,2024-10-09 06:04:29.127
202,532,103,41,2024-10-09 06:04:30.603,532,Kiel,Wisozk,Houston47@hotmail.com,223,212,2024-10-09 06:04:26.877,NjFEBsKZ1NlwiyO,103,154,Quiz 2: Authentication Methods,2024-10-09 06:04:29.097
209,541,93,1,2024-10-09 06:04:30.603,541,Lance,Treutel,Geoffrey13@gmail.com,228,211,2024-10-09 06:04:26.878,ehJ4eJqu5sSpfxG,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
212,541,110,6,2024-10-09 06:04:30.603,541,Lance,Treutel,Geoffrey13@gmail.com,228,211,2024-10-09 06:04:26.878,ehJ4eJqu5sSpfxG,110,148,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.311
221,559,108,63,2024-10-09 06:04:30.604,559,Ted,Moore,Brent.Lang@gmail.com,228,211,2024-10-09 06:04:26.878,boBRszaA2FDm0AC,108,150,Quiz 1: Encryption Techniques,2024-10-09 06:04:29.238
223,553,116,26,2024-10-09 06:04:30.604,553,Ramon,Jaskolski,Janick.Abbott@yahoo.com,228,211,2024-10-09 06:04:26.878,X_iyV39VA6NeLMP,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
233,528,96,63,2024-10-09 06:04:30.604,528,Blanca,Heidenreich,Warren6@yahoo.com,226,214,2024-10-09 06:04:26.877,MUaiPwJnnPh_w5T,96,149,Quiz 1: JavaScript Basics,2024-10-09 06:04:28.870
237,556,115,88,2024-10-09 06:04:30.604,556,Irving,Hayes,Caesar_Stark@hotmail.com,227,212,2024-10-09 06:04:26.878,hCshcEM8bYRXzFZ,115,147,Quiz 2: Functions and Methods,2024-10-09 06:04:29.493
245,537,99,64,2024-10-09 06:04:30.604,537,Hipolito,Leuschke,Wilford98@hotmail.com,225,214,2024-10-09 06:04:26.877,ZjqdxLQ7DgYxkR7,99,162,Quiz 2: Encryption Techniques,2024-10-09 06:04:28.961
246,538,89,23,2024-10-09 06:04:30.604,538,Jevon,Breitenberg,Korey_Keebler@gmail.com,223,213,2024-10-09 06:04:26.878,RBGkUNXh7DjjnuH,89,144,Quiz 2: Control Structures,2024-10-09 06:04:28.650
254,537,112,40,2024-10-09 06:04:30.604,537,Hipolito,Leuschke,Wilford98@hotmail.com,225,214,2024-10-09 06:04:26.877,ZjqdxLQ7DgYxkR7,112,160,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.371
270,561,110,72,2024-10-09 06:04:30.604,561,Thaddeus,Shields,Muriel.Willms@gmail.com,226,211,2024-10-09 06:04:26.878,IrspGTIYg6bJhjr,110,148,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.311
277,621,116,2,2024-10-09 06:04:30.604,621,Caroline,Muller,Willa83@gmail.com,226,215,2024-10-09 06:04:26.879,vTrM76eecApccAL,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
292,641,113,51,2024-10-09 06:04:30.604,641,Damion,Ruecker,Manuel.Ward3@hotmail.com,226,211,2024-10-09 06:04:26.880,yLvdefmovMc8KZ9,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
295,580,120,60,2024-10-09 06:04:30.604,580,Lottie,Davis,Kenna.Stamm71@hotmail.com,227,211,2024-10-09 06:04:26.879,xPv1GmuC0JZyxy_,120,159,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.777
297,648,93,20,2024-10-09 06:04:30.605,648,Noemie,Koepp,Dallin_Zulauf@gmail.com,224,214,2024-10-09 06:04:26.880,4h2DmZtxunRmvma,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
308,669,104,36,2024-10-09 06:04:30.617,669,Geoffrey,Ziemann,Trever47@hotmail.com,232,215,2024-10-09 06:04:26.881,nHQjorMXwdiLJb4,104,152,Quiz 1: Network Protocols,2024-10-09 06:04:29.127
311,669,115,31,2024-10-09 06:04:30.618,669,Geoffrey,Ziemann,Trever47@hotmail.com,232,215,2024-10-09 06:04:26.881,nHQjorMXwdiLJb4,115,147,Quiz 2: Functions and Methods,2024-10-09 06:04:29.493
316,567,89,74,2024-10-09 06:04:30.618,567,Breana,Cruickshank,Ansley53@yahoo.com,226,212,2024-10-09 06:04:26.878,ye_qyCwr6SzUFmW,89,144,Quiz 2: Control Structures,2024-10-09 06:04:28.650
324,578,118,54,2024-10-09 06:04:30.618,578,Lempi,Nader,Sandrine_Kuphal@gmail.com,230,215,2024-10-09 06:04:26.878,YtIMJvihBn1VSlO,118,153,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:29.612
328,578,106,99,2024-10-09 06:04:30.618,578,Lempi,Nader,Sandrine_Kuphal@gmail.com,230,215,2024-10-09 06:04:26.878,YtIMJvihBn1VSlO,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
337,598,107,34,2024-10-09 06:04:30.618,598,Jermain,Ziemann,Justine61@yahoo.com,228,213,2024-10-09 06:04:26.879,ppE5hQR0hUcOwrd,107,157,Quiz 2: Memory Management,2024-10-09 06:04:29.213
340,616,121,37,2024-10-09 06:04:30.618,616,Ken,Hudson-Bashirian,Maggie_Stark@gmail.com,226,212,2024-10-09 06:04:26.879,LEHpjqxqQsJmPkw,121,159,Quiz 2: Memory Management,2024-10-09 06:04:29.831
345,577,107,61,2024-10-09 06:04:30.618,577,Asa,Fritsch,Rashad82@yahoo.com,231,213,2024-10-09 06:04:26.878,vkzxmULHuyyFKOO,107,157,Quiz 2: Memory Management,2024-10-09 06:04:29.213
355,629,106,81,2024-10-09 06:04:30.618,629,Loma,Heaney,Kylie76@gmail.com,227,215,2024-10-09 06:04:26.880,e3PYEStAjkAbYuw,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
356,612,95,88,2024-10-09 06:04:30.618,612,Molly,Kshlerin,Adalberto_Hermann65@gmail.com,232,213,2024-10-09 06:04:26.879,edEy3Z8sI_vdkyw,95,158,Quiz 2: Variables and Data Types,2024-10-09 06:04:28.843
364,686,106,74,2024-10-09 06:04:30.618,686,Emery,Predovic,Erling_Kovacek@yahoo.com,227,211,2024-10-09 06:04:26.881,dXbziJaKUtPUSF6,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
368,640,93,19,2024-10-09 06:04:30.618,640,Leon,Breitenberg,Melyna85@gmail.com,229,211,2024-10-09 06:04:26.880,W72ccMtBZbuM2Ao,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
374,640,87,21,2024-10-09 06:04:30.618,640,Leon,Breitenberg,Melyna85@gmail.com,229,211,2024-10-09 06:04:26.880,W72ccMtBZbuM2Ao,87,145,Quiz 2: HTML and CSS,2024-10-09 06:04:28.591
380,683,97,70,2024-10-09 06:04:30.618,683,Cordelia,Spencer,Marcel_Lang@yahoo.com,230,215,2024-10-09 06:04:26.881,5I1EH3sKRT_NGqK,97,149,Quiz 2: Neural Networks,2024-10-09 06:04:28.905
386,646,91,56,2024-10-09 06:04:30.618,646,Cierra,Ebert,Kyra.Rodriguez60@gmail.com,224,212,2024-10-09 06:04:26.880,9oY8jfVqfzm0Mqq,91,146,Quiz 2: Network Protocols,2024-10-09 06:04:28.700
387,597,87,40,2024-10-09 06:04:30.618,597,Robb,Lebsack,Ivy55@hotmail.com,229,213,2024-10-09 06:04:26.879,G16BnovO7tyJCwg,87,145,Quiz 2: HTML and CSS,2024-10-09 06:04:28.591
398,600,113,68,2024-10-09 06:04:30.618,600,Kayli,Powlowski,Braulio23@yahoo.com,231,215,2024-10-09 06:04:26.879,kNiYKAia916ToCW,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
400,600,89,99,2024-10-09 06:04:30.619,600,Kayli,Powlowski,Braulio23@yahoo.com,231,215,2024-10-09 06:04:26.879,kNiYKAia916ToCW,89,144,Quiz 2: Control Structures,2024-10-09 06:04:28.650
407,685,116,33,2024-10-09 06:04:30.619,685,Bernita,Runolfsdottir,Polly_Jacobson@yahoo.com,223,213,2024-10-09 06:04:26.881,OfgAshpuXYEygrk,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
410,577,115,97,2024-10-09 06:04:30.619,577,Asa,Fritsch,Rashad82@yahoo.com,231,213,2024-10-09 06:04:26.878,vkzxmULHuyyFKOO,115,147,Quiz 2: Functions and Methods,2024-10-09 06:04:29.493
420,603,111,30,2024-10-09 06:04:30.619,603,Abby,Ziemann,Leland_Schowalter-Wintheiser80@hotmail.com,228,212,2024-10-09 06:04:26.879,wR1SDliDjoAVuWP,111,148,Quiz 2: Encryption Techniques,2024-10-09 06:04:29.346
422,635,111,28,2024-10-09 06:04:30.619,635,Kaitlyn,Moen,Duncan.Tromp@yahoo.com,228,211,2024-10-09 06:04:26.879,sab__ODfWT4iWw6,111,148,Quiz 2: Encryption Techniques,2024-10-09 06:04:29.346
427,617,108,81,2024-10-09 06:04:30.619,617,Tianna,Bednar,Michaela_Hermiston@yahoo.com,223,212,2024-10-09 06:04:26.879,jswzj6Ce5ZiyR3m,108,150,Quiz 1: Encryption Techniques,2024-10-09 06:04:29.238
434,635,85,78,2024-10-09 06:04:30.619,635,Kaitlyn,Moen,Duncan.Tromp@yahoo.com,228,211,2024-10-09 06:04:26.879,sab__ODfWT4iWw6,85,151,Quiz 2: Unsupervised Learning,2024-10-09 06:04:28.522
445,627,96,46,2024-10-09 06:04:30.619,627,Carlee,Gutmann,Ardella_Lockman90@yahoo.com,231,214,2024-10-09 06:04:26.879,3Q31LfwN8tZmCCE,96,149,Quiz 1: JavaScript Basics,2024-10-09 06:04:28.870
446,635,98,65,2024-10-09 06:04:30.619,635,Kaitlyn,Moen,Duncan.Tromp@yahoo.com,228,211,2024-10-09 06:04:26.879,sab__ODfWT4iWw6,98,162,Quiz 1: Neural Networks,2024-10-09 06:04:28.934
454,653,118,99,2024-10-09 06:04:30.619,653,Novella,Wisozk,Denis51@gmail.com,226,212,2024-10-09 06:04:26.880,drWsLZSNn2OJD_7,118,153,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:29.612
456,653,106,8,2024-10-09 06:04:30.619,653,Novella,Wisozk,Denis51@gmail.com,226,212,2024-10-09 06:04:26.880,drWsLZSNn2OJD_7,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
466,626,86,73,2024-10-09 06:04:30.619,626,Koby,Conroy,Audreanne_Parker62@hotmail.com,228,214,2024-10-09 06:04:26.879,qNgVGPvnO31HNdm,86,145,Quiz 1: Neural Networks,2024-10-09 06:04:28.562
469,631,88,88,2024-10-09 06:04:30.619,631,Samara,Predovic-Torp,Keaton2@yahoo.com,223,213,2024-10-09 06:04:26.880,liUDlCsV0rNHlQC,88,144,Quiz 1: Unsupervised Learning,2024-10-09 06:04:28.619
478,642,85,95,2024-10-09 06:04:30.619,642,Marguerite,Cormier,Reuben7@hotmail.com,226,212,2024-10-09 06:04:26.880,GVA1t5fOcvzcCyN,85,151,Quiz 2: Unsupervised Learning,2024-10-09 06:04:28.522
479,638,86,10,2024-10-09 06:04:30.619,638,Everett,Walker,Bernice.Green85@hotmail.com,224,213,2024-10-09 06:04:26.880,UFIT86YqmYioNtP,86,145,Quiz 1: Neural Networks,2024-10-09 06:04:28.562
487,649,90,35,2024-10-09 06:04:30.619,649,Julianne,Smith,Jess46@gmail.com,223,212,2024-10-09 06:04:26.880,Ei5jKLxBBlt62Cv,90,146,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.674
488,649,93,47,2024-10-09 06:04:30.619,649,Julianne,Smith,Jess46@gmail.com,223,212,2024-10-09 06:04:26.880,Ei5jKLxBBlt62Cv,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
566,677,103,87,2024-10-09 06:04:30.623,677,Baby,Carter,Janae_Reichel71@hotmail.com,229,213,2024-10-09 06:04:26.881,4o8dnGwxg0WpjvF,103,154,Quiz 2: Authentication Methods,2024-10-09 06:04:29.097
568,677,88,44,2024-10-09 06:04:30.623,677,Baby,Carter,Janae_Reichel71@hotmail.com,229,213,2024-10-09 06:04:26.881,4o8dnGwxg0WpjvF,88,144,Quiz 1: Unsupervised Learning,2024-10-09 06:04:28.619
